date_updated,new_cases,new_deaths,new_tests,total_cases_updated,total_deaths_updated,total_tests_updated,StringencyIndex_updated,StringencyLegacyIndex_updated,GovernmentResponseIndex_updated,ContainmentHealthIndex_updated,EconomicSupportIndex_updated
2020-05-07,87244.0,6117.0,1205074.0,3699451.0,263238.0,38272762.0,77.35771604938267,83.10913580246915,70.84697530864193,74.55358024691355,50.46296296296296
2020-05-08,92044.0,5629.0,1303136.0,3791495.0,268867.0,39579327.0,76.90629629629626,82.79753086419754,70.54222222222216,74.19358024691356,50.46296296296296
2020-05-09,89041.0,5127.0,1169184.0,3880536.0,273994.0,40795150.0,76.88925925925923,82.75339506172841,70.53043209876537,74.17956790123456,50.46296296296296
2020-05-10,88613.0,4394.0,956084.0,3969149.0,278388.0,42298202.0,76.99209876543206,82.81222222222223,70.60160493827156,74.26376543209875,50.46296296296296
2020-05-11,74669.0,3420.0,1100220.0,4043818.0,281808.0,43414387.0,76.06888888888885,81.79061728395064,70.08537037037034,73.63944444444445,50.54012345679013
2020-05-12,69260.0,3595.0,1218489.0,4113078.0,285403.0,44661578.0,75.95172839506168,81.65240740740744,70.03604938271603,73.580987654321,50.54012345679013
2020-05-13,85567.0,5755.0,1350803.0,4198645.0,291158.0,46207578.0,75.75450617283946,81.44666666666672,69.94709876543207,73.47574074074076,50.54012345679013
2020-05-14,85972.0,5017.0,1403418.0,4284617.0,296175.0,47894747.0,75.17444444444439,80.81907407407411,69.52185185185182,73.00104938271606,50.385802469135804
2020-05-15,96102.0,5254.0,1618694.0,4380719.0,301429.0,49465735.0,74.85809815950914,80.58748466257671,69.270490797546,72.74619631901842,50.15337423312884
2020-05-16,96851.0,5038.0,1329601.0,4477570.0,306467.0,50833588.0,74.71607361963186,80.52177914110432,69.18398773006133,72.65797546012271,50.076687116564415
2020-05-17,92959.0,4226.0,1187613.0,4570529.0,310693.0,52556905.0,74.40085889570547,80.27055214723927,69.06785276073619,72.4929447852761,50.23006134969325
2020-05-18,79060.0,2889.0,1190727.0,4649589.0,313582.0,53715789.0,73.25079754601222,79.24055214723928,68.35006134969325,71.64447852760736,50.23006134969325
2020-05-19,85793.0,3286.0,1377870.0,4735382.0,316868.0,55069192.0,73.25079754601222,79.24055214723927,68.36576687116563,71.6630674846626,50.23006134969325
2020-05-20,94740.0,5193.0,1472658.0,4830122.0,322061.0,56518538.0,73.0292024539877,79.10325153374235,68.23588957055213,71.48177914110431,50.38343558282209
2020-05-21,102748.0,4698.0,1392430.0,4932870.0,326759.0,58203766.0,72.82478527607358,78.98644171779144,68.15319018404907,71.28656441717793,50.920245398773005
2020-05-22,107448.0,5382.0,1486468.0,5040318.0,332141.0,59874912.0,72.68263803680979,78.81122699386505,68.08638036809815,71.20742331288346,50.920245398773005
2020-05-23,105340.0,4639.0,1409374.0,5145658.0,336780.0,61306563.0,72.60889570552143,78.81558282208591,68.02343558282206,71.14705521472395,50.84355828220859
2020-05-24,99272.0,3909.0,1154476.0,5244930.0,340689.0,62840647.0,72.55214723926377,78.779018404908,67.98411042944782,71.10061349693254,50.84355828220859
2020-05-25,92695.0,1111.0,1208165.0,5337625.0,341800.0,64083076.0,72.00687116564413,78.27214723926382,67.63809815950916,70.69165644171781,50.84355828220859
2020-05-26,88095.0,3361.0,1456472.0,5425720.0,345161.0,65555104.0,71.79668711656437,78.06030674846627,67.53595092024538,70.55693251533744,50.920245398773005
2020-05-27,92768.0,3873.0,1590241.0,5518488.0,349034.0,67101722.0,71.56950920245394,77.8733128834356,67.44147239263802,70.44539877300613,50.920245398773005
2020-05-28,102263.0,5112.0,1597945.0,5620751.0,354146.0,68982409.0,71.47871165644167,77.82950920245402,67.36668711656439,70.37110429447854,50.84355828220859
2020-05-29,117940.0,4630.0,1654650.0,5738691.0,358776.0,70982313.0,71.20306748466254,77.57386503067488,67.2546625766871,70.18276073619634,51.15030674846626
2020-05-30,121378.0,4638.0,1569613.0,5860069.0,363414.0,72623576.0,70.87926380368094,77.39411042944788,67.07773006134967,69.97361963190184,51.15030674846626
2020-05-31,127503.0,4002.0,1330894.0,5987572.0,367416.0,74701254.0,70.34823170731703,76.97439024390246,66.79573170731706,69.55841463414635,51.60060975609756
2020-06-01,106419.0,2897.0,1332533.0,6093991.0,370313.0,75843029.0,68.57834355828219,75.41631901840493,65.74447852760738,68.23049079754604,52.07055214723926
2020-06-02,99168.0,3123.0,1537384.0,6193159.0,373436.0,77334698.0,67.86533742331285,74.77515337423317,65.3924539877301,67.81447852760738,52.07055214723926
2020-06-03,111408.0,4532.0,1774950.0,6304567.0,377968.0,79082835.0,67.73472392638034,74.56760736196323,65.30220858895707,67.7076073619632,52.07055214723926
2020-06-04,124523.0,5515.0,1837229.0,6429090.0,383483.0,81172690.0,67.63521472392637,74.52374233128839,65.27276073619633,67.64484662576687,52.2239263803681
2020-06-05,125832.0,5099.0,1823829.0,6554922.0,388582.0,82972378.0,67.24895705521472,74.12049079754605,64.98944785276075,67.33803680981596,52.07055214723926
2020-06-06,132294.0,4635.0,1641956.0,6687216.0,393217.0,84637599.0,66.78889570552147,73.74067484662582,64.67092024539879,66.96159509202454,52.07055214723926
2020-06-07,125399.0,3784.0,1363044.0,6812615.0,397001.0,86462304.0,66.53895705521471,73.58006134969331,64.49785276073621,66.75711656441717,52.07055214723926
2020-06-08,114781.0,3494.0,1660062.0,6927396.0,400495.0,88209751.0,65.57325153374231,72.75779141104299,63.805766871165645,65.93926380368097,52.07055214723926
2020-06-09,104564.0,3195.0,1693699.0,7031960.0,403690.0,89938716.0,65.32042944785273,72.49490797546018,63.64245398773006,65.7883435582822,51.84049079754601
2020-06-10,124396.0,4847.0,1867300.0,7156356.0,408537.0,91764490.0,65.06484662576686,72.2422085889571,63.544171779141095,65.6163190184049,52.147239263803684
2020-06-11,133489.0,5099.0,1771807.0,7289845.0,413636.0,93741190.0,64.84895705521473,72.00128834355833,63.496748466257664,65.47693251533741,52.607361963190186
2020-06-12,135445.0,4682.0,1769246.0,7425290.0,418318.0,95512355.0,64.58478527607362,71.69595092024545,63.31386503067485,65.26079754601226,52.607361963190186
2020-06-13,143525.0,4643.0,1728219.0,7568815.0,422961.0,97437427.0,64.65858895705522,71.7061349693252,63.36490797546012,65.32116564417177,52.607361963190186
2020-06-14,132669.0,4114.0,1466475.0,7701484.0,427075.0,99285753.0,64.6017791411043,71.61846625766877,63.31380368098161,65.27466257668712,52.530674846625764
2020-06-15,121184.0,3137.0,1621777.0,7822668.0,430212.0,100972046.0,63.70993865030675,70.68822085889575,62.77104294478524,64.59128834355825,52.760736196319016
2020-06-16,117473.0,3358.0,1827581.0,7940141.0,433570.0,102756976.0,63.40319018404907,70.47496932515342,62.59411042944783,64.34036809815946,52.99079754601227
2020-06-17,140006.0,6702.0,1907052.0,8080147.0,440272.0,104623445.0,63.26693251533742,70.40343558282213,62.49963190184047,64.22889570552142,52.99079754601227
2020-06-18,175602.0,5077.0,2049997.0,8255749.0,445349.0,106965592.0,63.201656441717795,70.37858895705527,62.454355828220834,64.17546012269935,52.99079754601227
2020-06-19,137612.0,6261.0,2196858.0,8393361.0,451610.0,109119607.0,62.90055214723927,70.07625766871169,62.2930061349693,63.956993865030626,53.144171779141104
2020-06-20,179408.0,4991.0,1900804.0,8572769.0,456601.0,111066777.0,62.911901840490806,70.00325153374237,62.30092024539876,63.966134969325104,53.144171779141104
2020-06-21,159837.0,4081.0,1565344.0,8732606.0,460682.0,113085932.0,62.67895705521471,69.84263803680984,62.13963190184047,63.775398773006096,53.144171779141104
2020-06-22,129013.0,3958.0,1745531.0,8861619.0,464640.0,114869305.0,62.250245398773004,69.41466257668716,61.84269938650305,63.424539877300575,53.144171779141104
2020-06-23,132803.0,3372.0,2035545.0,8994422.0,468012.0,116858313.0,62.06846625766871,69.21018404907977,61.71680981595091,63.275828220858855,53.144171779141104
2020-06-24,162427.0,5324.0,2072481.0,9156849.0,473336.0,118917467.0,61.966257668711656,69.09325153374236,61.646012269938645,63.19226993865028,53.144171779141104
2020-06-25,173509.0,5195.0,2108646.0,9330358.0,478531.0,121189499.0,61.96067484662578,69.06404907975462,61.68932515337423,63.24349693251532,53.144171779141104
2020-06-26,178109.0,6555.0,2117986.0,9508467.0,485086.0,123327385.0,61.68226993865032,68.92963190184051,61.47687116564417,63.00650306748465,53.06748466257669
2020-06-27,187803.0,4557.0,1954062.0,9696270.0,489643.0,125410653.0,61.48055214723927,68.74993865030675,61.384539877300604,62.89748466257668,53.06748466257669
2020-06-28,181191.0,4567.0,1747514.0,9877461.0,494210.0,127677585.0,61.4293865030675,68.72797546012269,61.39631901840489,62.91134969325153,53.06748466257669
2020-06-29,159704.0,3042.0,2003402.0,10037165.0,497252.0,129704019.0,61.29595092024542,68.58484662576686,61.303803680981574,62.8021472392638,53.06748466257669
2020-06-30,157099.0,3687.0,2206476.0,10194264.0,500939.0,133370291.0,61.043536585365864,68.3990243902439,61.15499999999999,62.573902439024415,53.353658536585364
2020-07-01,190953.0,5599.0,2355985.0,10385217.0,506538.0,135371230.0,60.23644171779143,67.52147239263805,60.42932515337423,61.93521472392637,52.147239263803684
2020-07-02,199513.0,4831.0,2145623.0,10584730.0,511369.0,137628543.0,60.2591411042945,67.49957055214725,60.492208588957055,62.00957055214724,52.147239263803684
2020-07-03,206516.0,5031.0,2118380.0,10791246.0,516400.0,139853043.0,60.00343558282211,67.30969325153376,60.339018404907975,61.80042944785277,52.30061349693251
2020-07-04,204729.0,5010.0,1558785.0,10995975.0,521410.0,142212525.0,60.05742331288345,67.35791411042946,60.37638036809816,61.84466257668711,52.30061349693251
2020-07-05,190274.0,4310.0,1296737.0,11186249.0,525720.0,144692347.0,60.0091411042945,67.27754601226997,60.2839263803681,61.77717791411042,52.07055214723926
2020-07-06,177496.0,3355.0,2081695.0,11363745.0,529075.0,146926804.0,59.85871165644175,67.08754601226995,60.171779141104295,61.672638036809815,51.91717791411043
2020-07-07,173612.0,3805.0,2263928.0,11537357.0,532880.0,149123814.0,59.47239263803685,66.78815950920247,60.045889570552134,61.46809815950921,52.2239263803681
2020-07-08,205948.0,5970.0,2398768.0,11743305.0,538850.0,151484724.0,59.40429447852764,66.76190184049084,59.92791411042945,61.328527607361984,52.2239263803681
2020-07-09,214285.0,5252.0,2444417.0,11957590.0,544102.0,154078517.0,59.4467484662577,66.68736196319023,59.941595092024535,61.34466257668713,52.2239263803681
2020-07-10,224324.0,5359.0,2488803.0,12181914.0,549461.0,156587988.0,59.1455828220859,66.32944785276077,59.75693251533742,61.098466257668704,52.377300613496935
2020-07-11,230339.0,5248.0,2311127.0,12412253.0,554709.0,159032457.0,59.19386503067487,66.41417177914113,59.79030674846624,61.137852760736195,52.377300613496935
2020-07-12,216695.0,4772.0,1974696.0,12628948.0,559481.0,161695565.0,59.19957055214726,66.39226993865032,59.79423312883435,61.14251533742331,52.377300613496935
2020-07-13,195017.0,3876.0,2174081.0,12823965.0,563357.0,163839881.0,58.94104294478528,66.10453987730064,59.61521472392637,60.93098159509202,52.377300613496935
2020-07-14,187184.0,3815.0,2243944.0,13011149.0,567172.0,166065690.0,58.87288343558283,66.07233128834359,59.615153374233124,60.87527607361963,52.6840490797546
2020-07-15,222696.0,5564.0,2392879.0,13233845.0,572736.0,168560611.0,58.853067484662574,65.98895705521474,59.62098159509202,60.840429447852756,52.91411042944785
2020-07-16,230700.0,5479.0,2729732.0,13464545.0,578215.0,171435058.0,58.73668711656442,65.85453987730062,59.575766871165634,60.80098159509202,52.83742331288344
2020-07-17,253657.0,5721.0,2673979.0,13718202.0,583936.0,174142864.0,58.42417177914111,65.54478527607363,59.363312883435576,60.564049079754604,52.760736196319016
2020-07-18,253470.0,7325.0,2541123.0,13971672.0,591261.0,176735550.0,58.35601226993867,65.48638036809817,59.29257668711656,60.50822085889572,52.607361963190186
2020-07-19,229384.0,4920.0,1947862.0,14201056.0,596181.0,179354840.0,58.486687116564426,65.63969325153374,59.38300613496933,60.61515337423313,52.607361963190186
2020-07-20,208993.0,3820.0,2201697.0,14410049.0,600001.0,181517893.0,58.18552147239265,65.34024539877304,59.12742331288343,60.36877300613499,52.30061349693251
2020-07-21,200023.0,4062.0,2798172.0,14610072.0,604063.0,184540866.0,58.020797546012275,65.18098159509206,58.98975460122699,60.20613496932517,52.30061349693251
2020-07-22,238891.0,6101.0,2735100.0,14848963.0,610164.0,187217934.0,57.469754601227024,64.57926380368102,58.63196319018406,59.783312883435585,52.30061349693251
2020-07-23,280394.0,6846.0,2777170.0,15129357.0,617010.0,190198656.0,57.43852760736199,64.53552147239267,58.55926380368099,59.73920245398773,52.07055214723926
2020-07-24,275161.0,9759.0,2710066.0,15404518.0,626769.0,192810100.0,57.44987730061351,64.48441717791415,58.582883435582836,59.73932515337423,52.2239263803681
2020-07-25,282609.0,6243.0,2615081.0,15687127.0,633012.0,195642941.0,57.500981595092036,64.55742331288347,58.61834355828221,59.78116564417178,52.2239263803681
2020-07-26,258849.0,5716.0,2190416.0,15945976.0,638728.0,198640492.0,57.38171779141105,64.49748466257671,58.51220858895705,59.68349693251534,52.07055214723926
2020-07-27,231605.0,3954.0,2502201.0,16177581.0,642682.0,201163226.0,57.089263803681014,64.06214723926382,58.32552147239266,59.46276073619632,52.07055214723926
2020-07-28,210447.0,4616.0,2544884.0,16388028.0,647298.0,203716922.0,57.038220858895734,64.12496932515337,58.31368098159511,59.42085889570552,52.2239263803681
2020-07-29,242598.0,6143.0,2704206.0,16630626.0,653441.0,206335217.0,56.86208588957058,63.93503067484664,58.19177914110432,59.27674846625766,52.2239263803681
2020-07-30,297190.0,6627.0,2995214.0,16927816.0,660068.0,209606269.0,57.01828220858898,64.06944785276075,58.370797546012284,59.432392638036816,52.530674846625764
2020-07-31,289388.0,6348.0,2837921.0,17217204.0,666416.0,213034515.0,57.204085365853665,64.18256097560976,58.58731707317075,59.6083536585366,52.97256097560975
2020-08-01,278216.0,6087.0,2420054.0,17495420.0,672503.0,215765699.0,57.088536585365866,64.09835365853658,58.507378048780495,59.513719512195124,52.97256097560975
2020-08-02,265122.0,5702.0,2002829.0,17760542.0,678205.0,219223094.0,57.09975609756099,64.08384146341463,58.51518292682927,59.52292682926829,52.97256097560975
2020-08-03,222615.0,4205.0,2449700.0,17983157.0,682410.0,221600600.0,57.1618292682927,64.12018292682924,58.55810975609755,59.573658536585356,52.97256097560975
2020-08-04,203895.0,4208.0,2651243.0,18187052.0,686618.0,224154771.0,57.18158536585367,64.21597560975609,58.57176829268292,59.56219512195123,53.125
2020-08-05,254669.0,6684.0,2778135.0,18441721.0,693302.0,226890775.0,57.26353658536585,64.2885975609756,58.651890243902436,59.629146341463404,53.27743902439025
2020-08-06,276533.0,7097.0,2860008.0,18718254.0,700399.0,230191958.0,57.54865853658537,64.5237195121951,58.868963414634145,59.89945121951219,53.201219512195124
2020-08-07,285196.0,6865.0,2964024.0,19003450.0,707264.0,233104572.0,57.74329268292683,64.4280487804878,58.95286585365855,60.01262195121951,53.125
2020-08-08,274874.0,6452.0,2856346.0,19278324.0,713716.0,236724762.0,57.88164634146343,64.52256097560975,59.07225609756099,60.12579268292682,53.27743902439025
2020-08-09,267734.0,5607.0,2437234.0,19546058.0,719323.0,240050024.0,57.93250000000001,64.55463414634146,59.05274390243905,60.13048780487804,53.125
2020-08-10,228764.0,4795.0,2757374.0,19774822.0,724118.0,242708668.0,57.64469512195124,64.41640243902438,58.91207317073174,59.95030487804876,53.201219512195124
2020-08-11,219041.0,4795.0,3108902.0,19993863.0,728913.0,245903106.0,57.49780487804879,64.25664634146342,58.79878048780491,59.83006097560972,53.125
2020-08-12,260361.0,6110.0,3330964.0,20254224.0,735023.0,248374968.0,57.629079754601236,64.43607361963191,58.848834355828245,59.94141104294476,52.83742331288344
2020-08-13,288260.0,6881.0,3465977.0,20542484.0,741904.0,252111840.0,57.63466257668712,64.45656441717793,58.89987730061352,60.00190184049076,52.83742331288344
2020-08-14,285601.0,9888.0,3500527.0,20828085.0,751792.0,255549184.0,57.4216564417178,64.31490797546013,58.79963190184051,59.85546012269937,52.99079754601227
2020-08-15,287947.0,6222.0,3081947.0,21116032.0,758014.0,258941667.0,57.32509202453988,64.26380368098161,58.732638036809824,59.77638036809813,52.99079754601227
2020-08-16,258797.0,5636.0,2683104.0,21374829.0,763650.0,262632403.0,57.34214723926381,64.2272392638037,58.744478527607384,59.790368098159476,52.99079754601227
2020-08-17,231675.0,4210.0,2934337.0,21606504.0,767860.0,265435849.0,57.15184049079755,63.939509202454,58.612699386503095,59.63478527607358,52.99079754601227
2020-08-18,195772.0,4241.0,3197716.0,21802276.0,772101.0,268543327.0,57.18588957055214,64.05754601226995,58.65588957055217,59.727730061349654,52.760736196319016
2020-08-19,254034.0,6668.0,3515262.0,22056310.0,778769.0,271923991.0,57.043865030674844,63.99325153374234,58.55754601226996,59.6115950920245,52.760736196319016
2020-08-20,280217.0,6518.0,3357770.0,22336527.0,785287.0,275800271.0,56.975705521472385,63.89834355828222,58.52613496932516,59.57435582822081,52.760736196319016
2020-08-21,275457.0,6332.0,3127386.0,22611984.0,791619.0,278800428.0,57.0380981595092,63.93932515337425,58.66368098159511,59.70926380368094,52.91411042944785
2020-08-22,252093.0,5834.0,2622695.0,22864077.0,797453.0,283018851.0,57.004110429447856,63.929141104294494,58.64785276073621,59.69061349693247,52.91411042944785
2020-08-23,266252.0,5619.0,1798024.0,23130329.0,803072.0,286153137.0,57.02687116564417,63.95104294478529,58.66355828220861,59.709202453987686,52.91411042944785
2020-08-24,223617.0,3294.0,1940861.0,23353946.0,806366.0,289618762.0,57.01558282208588,63.92184049079755,58.65576687116566,59.699938650306706,52.91411042944785
2020-08-25,210502.0,4222.0,3145630.0,23564448.0,810588.0,292773359.0,56.95877300613496,63.83711656441718,58.61644171779143,59.65349693251528,52.91411042944785
2020-08-26,254234.0,6463.0,3362488.0,23818682.0,817051.0,296026478.0,56.98153374233129,63.84441717791412,58.63220858895707,59.6720858895705,52.91411042944785
2020-08-27,275851.0,6281.0,3006239.0,24094533.0,823332.0,298974665.0,56.87932515337423,63.71300613496933,58.56141104294481,59.58846625766867,52.91411042944785
2020-08-28,282431.0,6058.0,2717215.0,24376964.0,829390.0,301710228.0,56.87932515337423,63.71300613496933,58.56141104294481,59.58846625766867,52.91411042944785
2020-08-29,275415.0,5444.0,2224706.0,24652379.0,834834.0,303939387.0,56.87932515337423,63.71300613496933,58.56141104294481,59.58846625766867,52.91411042944785
2020-08-30,267925.0,5677.0,1750234.0,24920304.0,840511.0,305930545.0,56.87932515337423,63.71300613496933,58.56141104294481,59.58846625766867,52.91411042944785
2020-08-31,220945.0,3663.0,96046.0,24701963.0,815163.0,300186253.0,56.644567901234566,63.49932098765434,58.378827160493856,59.411543209876484,52.70061728395062
